tranxData,block_num,txnid,status,key,createdAt,updatedAt,submittedby,lastactivitytimestamp,iswarning,iscritical,documenttype,ecommbusinesscode,orgtype,orderno,invoiceno,documentno,currentstage,laststage,retrycount,errors,pickedby,regimetype,declarationtype,customstatus,pickedtimestamp,authorizeddeclarant,errortype,requestid,retryrequired,ecombusinesscode,customsstatus,__collection,id,direction,ismanualretry,logisticprovider,channelidentifier
"{""_id"":""c8c53510-ecf7-11f0-a197-076b2a14f8441"",""BODID"":""c8c53510-ecf7-11f0-a197-076b2a14f8441"",""Key"":""c8c53510-ecf7-11f0-a197-076b2a14f8441"",""actionBy"":""AE-1137349"",""authorizedDeclarant"":""AE-1137349"",""authorized_Declarant"":""AE-1137349"",""channelIdentifier"":""firstcryecomchannel"",""claimDeclarationNo"":"""",""createdAt"":1767920941816,""currentStage"":""W"",""customsStatus"":"""",""customsSubmissionResponse"":"""",""declarationClearedTime"":"""",""declarationType"":""102"",""direction"":""1"",""documentName"":""documenttrackings"",""documentNo"":"""",""documentType"":""DECLARATION"",""documents"":null,""ecomBusinessCode"":""AE-1137349"",""errorType"":"""",""errors"":"""",""funcKey"":""FZ_UAE_false_ALL"",""history"":[{""actionBy"":""AE-1137349"",""actionTimeStamp"":1767920941816,""currentStage"":""W"",""customsSubmissionResponse"":"""",""description"":""Waiting for generation"",""previousJsonResponse"":"""",""receivedTime"":1767920941816,""retryCount"":0,""status"":""""}],""invoiceNo"":""FC2526C002173926"",""isAmended"":true,""isExited"":false,""isGatePassAppFinder"":""3"",""isGatePassApplicable"":false,""isNRClaim"":false,""kvp"":null,""lastActivityTimeStamp"":1767920941816,""lastStage"":"""",""logistic_Provider"":""AE-1137349"",""orderNo"":""FCUAE12073228"",""orgType"":"""",""platformRequestNumber"":"""",""regimeType"":""1"",""requestID"":"""",""responseJSONPayload"":"""",""retryCount"":0,""returnRequestNo"":"""",""shippingParameterID"":"""",""signature"":"""",""transportDocumentNo"":""AE9105441"",""__collection"":""documenttracking""}",1000,c8c53510-ecf7-11f0-a197-076b2a14f8441,VALID,c8c53510-ecf7-11f0-a197-076b2a14f8441,2026-01-09 01:09:01.816+00,2026-01-09 01:10:54.117+00,,1767920941816,f,f,DECLARATION,AE-1137349,"",FCUAE12073228,FC2526C002173926,"",W,"",0,"",,1,102,"",,AE-1137349,"","",f,,,documenttracking,5700398,1,f,AE-1137349,firstcryecomchannel
"{""_id"":""c910e410-ecf7-11f0-a197-076b2a14f8441"",""BODID"":""c910e410-ecf7-11f0-a197-076b2a14f8441"",""Key"":""c910e410-ecf7-11f0-a197-076b2a14f8441"",""actionBy"":""AE-1137349"",""authorizedDeclarant"":""AE-1137349"",""authorized_Declarant"":""AE-1137349"",""channelIdentifier"":""firstcryecomchannel"",""claimDeclarationNo"":"""",""createdAt"":1767920942309,""currentStage"":""W"",""customsStatus"":"""",""customsSubmissionResponse"":"""",""declarationClearedTime"":"""",""declarationType"":""102"",""direction"":""1"",""documentName"":""documenttrackings"",""documentNo"":"""",""documentType"":""DECLARATION"",""documents"":null,""ecomBusinessCode"":""AE-1137349"",""errorType"":"""",""errors"":"""",""funcKey"":""FZ_UAE_false_ALL"",""history"":[{""actionBy"":""AE-1137349"",""actionTimeStamp"":1767920942309,""currentStage"":""W"",""customsSubmissionResponse"":"""",""description"":""Waiting for generation"",""previousJsonResponse"":"""",""receivedTime"":1767920942309,""retryCount"":0,""status"":""""}],""invoiceNo"":""FC2526C002172891"",""isAmended"":true,""isExited"":false,""isGatePassAppFinder"":""3"",""isGatePassApplicable"":false,""isNRClaim"":false,""kvp"":null,""lastActivityTimeStamp"":1767920942309,""lastStage"":"""",""logistic_Provider"":""AE-1137349"",""orderNo"":""FCUAE12091893"",""orgType"":"""",""platformRequestNumber"":"""",""regimeType"":""1"",""requestID"":"""",""responseJSONPayload"":"""",""retryCount"":0,""returnRequestNo"":"""",""shippingParameterID"":"""",""signature"":"""",""transportDocumentNo"":""AE9105441"",""__collection"":""documenttracking""}",1000,c910e410-ecf7-11f0-a197-076b2a14f8441,VALID,c910e410-ecf7-11f0-a197-076b2a14f8441,2026-01-09 01:09:02.309+00,2026-01-09 01:11:01.13+00,,1767920942309,f,f,DECLARATION,AE-1137349,"",FCUAE12091893,FC2526C002172891,"",W,"",0,"",,1,102,"",,AE-1137349,"","",f,,,documenttracking,5700399,1,f,AE-1137349,firstcryecomchannel
"{""_id"":""c92f4180-ecf7-11f0-a197-076b2a14f8441"",""BODID"":""c92f4180-ecf7-11f0-a197-076b2a14f8441"",""Key"":""c92f4180-ecf7-11f0-a197-076b2a14f8441"",""actionBy"":""AE-1137349"",""authorizedDeclarant"":""AE-1137349"",""authorized_Declarant"":""AE-1137349"",""channelIdentifier"":""firstcryecomchannel"",""claimDeclarationNo"":"""",""createdAt"":1767920942511,""currentStage"":""W"",""customsStatus"":"""",""customsSubmissionResponse"":"""",""declarationClearedTime"":"""",""declarationType"":""102"",""direction"":""1"",""documentName"":""documenttrackings"",""documentNo"":"""",""documentType"":""DECLARATION"",""documents"":null,""ecomBusinessCode"":""AE-1137349"",""errorType"":"""",""errors"":"""",""funcKey"":""FZ_UAE_false_ALL"",""history"":[{""actionBy"":""AE-1137349"",""actionTimeStamp"":1767920942511,""currentStage"":""W"",""customsSubmissionResponse"":"""",""description"":""Waiting for generation"",""previousJsonResponse"":"""",""receivedTime"":1767920942511,""retryCount"":0,""status"":""""}],""invoiceNo"":""FC2526C002172245"",""isAmended"":true,""isExited"":false,""isGatePassAppFinder"":""3"",""isGatePassApplicable"":false,""isNRClaim"":false,""kvp"":null,""lastActivityTimeStamp"":1767920942511,""lastStage"":"""",""logistic_Provider"":""AE-1137349"",""orderNo"":""FCUAE12073261"",""orgType"":"""",""platformRequestNumber"":"""",""regimeType"":""1"",""requestID"":"""",""responseJSONPayload"":"""",""retryCount"":0,""returnRequestNo"":"""",""shippingParameterID"":"""",""signature"":"""",""transportDocumentNo"":""AE9105441"",""__collection"":""documenttracking""}",1000,c92f4180-ecf7-11f0-a197-076b2a14f8441,VALID,c92f4180-ecf7-11f0-a197-076b2a14f8441,2026-01-09 01:09:02.511+00,2026-01-09 01:11:08.442+00,,1767920942511,f,f,DECLARATION,AE-1137349,"",FCUAE12073261,FC2526C002172245,"",W,"",0,"",,1,102,"",,AE-1137349,"","",f,,,documenttracking,5700400,1,f,AE-1137349,firstcryecomchannel
"{""_id"":""c9732850-ecf7-11f0-a197-076b2a14f8441"",""BODID"":""c9732850-ecf7-11f0-a197-076b2a14f8441"",""Key"":""c9732850-ecf7-11f0-a197-076b2a14f8441"",""actionBy"":""AE-1137349"",""authorizedDeclarant"":""AE-1137349"",""authorized_Declarant"":""AE-1137349"",""channelIdentifier"":""firstcryecomchannel"",""claimDeclarationNo"":"""",""createdAt"":1767920942954,""currentStage"":""W"",""customsStatus"":"""",""customsSubmissionResponse"":"""",""declarationClearedTime"":"""",""declarationType"":""102"",""direction"":""1"",""documentName"":""documenttrackings"",""documentNo"":"""",""documentType"":""DECLARATION"",""documents"":null,""ecomBusinessCode"":""AE-1137349"",""errorType"":"""",""errors"":"""",""funcKey"":""FZ_UAE_false_ALL"",""history"":[{""actionBy"":""AE-1137349"",""actionTimeStamp"":1767920942954,""currentStage"":""W"",""customsSubmissionResponse"":"""",""description"":""Waiting for generation"",""previousJsonResponse"":"""",""receivedTime"":1767920942954,""retryCount"":0,""status"":""""}],""invoiceNo"":""FC2526C002173714"",""isAmended"":true,""isExited"":false,""isGatePassAppFinder"":""3"",""isGatePassApplicable"":false,""isNRClaim"":false,""kvp"":null,""lastActivityTimeStamp"":1767920942954,""lastStage"":"""",""logistic_Provider"":""AE-1137349"",""orderNo"":""FCUAE12074466"",""orgType"":"""",""platformRequestNumber"":"""",""regimeType"":""1"",""requestID"":"""",""responseJSONPayload"":"""",""retryCount"":0,""returnRequestNo"":"""",""shippingParameterID"":"""",""signature"":"""",""transportDocumentNo"":""AE9105441"",""__collection"":""documenttracking""}",1000,c9732850-ecf7-11f0-a197-076b2a14f8441,VALID,c9732850-ecf7-11f0-a197-076b2a14f8441,2026-01-09 01:09:02.954+00,2026-01-09 01:11:18.647+00,,1767920942954,f,f,DECLARATION,AE-1137349,"",FCUAE12074466,FC2526C002173714,"",W,"",0,"",,1,102,"",,AE-1137349,"","",f,,,documenttracking,5700401,1,f,AE-1137349,firstcryecomchannel
"{""_id"":""ed0b66b0-ecf7-11f0-a197-076b2a14f8441"",""BODID"":""ed0b66b0-ecf7-11f0-a197-076b2a14f8441"",""Key"":""ed0b66b0-ecf7-11f0-a197-076b2a14f8441"",""actionBy"":""AE-1137349"",""authorizedDeclarant"":""AE-1137349"",""authorized_Declarant"":""AE-1137349"",""channelIdentifier"":""firstcryecomchannel"",""claimDeclarationNo"":"""",""createdAt"":1767921002680,""currentStage"":""W"",""customsStatus"":"""",""customsSubmissionResponse"":"""",""declarationClearedTime"":"""",""declarationType"":""102"",""direction"":""1"",""documentName"":""documenttrackings"",""documentNo"":"""",""documentType"":""DECLARATION"",""documents"":null,""ecomBusinessCode"":""AE-1137349"",""errorType"":"""",""errors"":"""",""funcKey"":""FZ_UAE_false_ALL"",""history"":[{""actionBy"":""AE-1137349"",""actionTimeStamp"":1767921002680,""currentStage"":""W"",""customsSubmissionResponse"":"""",""description"":""Waiting for generation"",""previousJsonResponse"":"""",""receivedTime"":1767921002680,""retryCount"":0,""status"":""""}],""invoiceNo"":""FC2526C002172914"",""isAmended"":true,""isExited"":false,""isGatePassAppFinder"":""3"",""isGatePassApplicable"":false,""isNRClaim"":false,""kvp"":null,""lastActivityTimeStamp"":1767921002680,""lastStage"":"""",""logistic_Provider"":""AE-1137349"",""orderNo"":""FCUAE12074412"",""orgType"":"""",""platformRequestNumber"":"""",""regimeType"":""1"",""requestID"":"""",""responseJSONPayload"":"""",""retryCount"":0,""returnRequestNo"":"""",""shippingParameterID"":"""",""signature"":"""",""transportDocumentNo"":""AE9105441"",""__collection"":""documenttracking""}",1000,ed0b66b0-ecf7-11f0-a197-076b2a14f8441,VALID,ed0b66b0-ecf7-11f0-a197-076b2a14f8441,2026-01-09 01:10:02.68+00,2026-01-09 01:13:58.298+00,,1767921002680,f,f,DECLARATION,AE-1137349,"",FCUAE12074412,FC2526C002172914,"",W,"",0,"",,1,102,"",,AE-1137349,"","",f,,,documenttracking,5700402,1,f,AE-1137349,firstcryecomchannel
"{""_id"":""ed2fb790-ecf7-11f0-a197-076b2a14f8441"",""BODID"":""ed2fb790-ecf7-11f0-a197-076b2a14f8441"",""Key"":""ed2fb790-ecf7-11f0-a197-076b2a14f8441"",""actionBy"":""AE-1137349"",""authorizedDeclarant"":""AE-1137349"",""authorized_Declarant"":""AE-1137349"",""channelIdentifier"":""firstcryecomchannel"",""claimDeclarationNo"":"""",""createdAt"":1767921002911,""currentStage"":""W"",""customsStatus"":"""",""customsSubmissionResponse"":"""",""declarationClearedTime"":"""",""declarationType"":""102"",""direction"":""1"",""documentName"":""documenttrackings"",""documentNo"":"""",""documentType"":""DECLARATION"",""documents"":null,""ecomBusinessCode"":""AE-1137349"",""errorType"":"""",""errors"":"""",""funcKey"":""FZ_UAE_false_ALL"",""history"":[{""actionBy"":""AE-1137349"",""actionTimeStamp"":1767921002911,""currentStage"":""W"",""customsSubmissionResponse"":"""",""description"":""Waiting for generation"",""previousJsonResponse"":"""",""receivedTime"":1767921002911,""retryCount"":0,""status"":""""}],""invoiceNo"":""FC2526C002169136"",""isAmended"":true,""isExited"":false,""isGatePassAppFinder"":""3"",""isGatePassApplicable"":false,""isNRClaim"":false,""kvp"":null,""lastActivityTimeStamp"":1767921002911,""lastStage"":"""",""logistic_Provider"":""AE-1137349"",""orderNo"":""FCUAE12093699"",""orgType"":"""",""platformRequestNumber"":"""",""regimeType"":""1"",""requestID"":"""",""responseJSONPayload"":"""",""retryCount"":0,""returnRequestNo"":"""",""shippingParameterID"":"""",""signature"":"""",""transportDocumentNo"":""AE9105441"",""__collection"":""documenttracking""}",1000,ed2fb790-ecf7-11f0-a197-076b2a14f8441,VALID,ed2fb790-ecf7-11f0-a197-076b2a14f8441,2026-01-09 01:10:02.911+00,2026-01-09 01:14:06.103+00,,1767921002911,f,f,DECLARATION,AE-1137349,"",FCUAE12093699,FC2526C002169136,"",W,"",0,"",,1,102,"",,AE-1137349,"","",f,,,documenttracking,5700403,1,f,AE-1137349,firstcryecomchannel
"{""_id"":""ed520ca0-ecf7-11f0-a197-076b2a14f8441"",""BODID"":""ed520ca0-ecf7-11f0-a197-076b2a14f8441"",""Key"":""ed520ca0-ecf7-11f0-a197-076b2a14f8441"",""actionBy"":""AE-1137349"",""authorizedDeclarant"":""AE-1137349"",""authorized_Declarant"":""AE-1137349"",""channelIdentifier"":""firstcryecomchannel"",""claimDeclarationNo"":"""",""createdAt"":1767921003143,""currentStage"":""W"",""customsStatus"":"""",""customsSubmissionResponse"":"""",""declarationClearedTime"":"""",""declarationType"":""102"",""direction"":""1"",""documentName"":""documenttrackings"",""documentNo"":"""",""documentType"":""DECLARATION"",""documents"":null,""ecomBusinessCode"":""AE-1137349"",""errorType"":"""",""errors"":"""",""funcKey"":""FZ_UAE_false_ALL"",""history"":[{""actionBy"":""AE-1137349"",""actionTimeStamp"":1767921003143,""currentStage"":""W"",""customsSubmissionResponse"":"""",""description"":""Waiting for generation"",""previousJsonResponse"":"""",""receivedTime"":1767921003143,""retryCount"":0,""status"":""""}],""invoiceNo"":""FC2526C002168110"",""isAmended"":true,""isExited"":false,""isGatePassAppFinder"":""3"",""isGatePassApplicable"":false,""isNRClaim"":false,""kvp"":null,""lastActivityTimeStamp"":1767921003143,""lastStage"":"""",""logistic_Provider"":""AE-1137349"",""orderNo"":""FCUAE12085998"",""orgType"":"""",""platformRequestNumber"":"""",""regimeType"":""1"",""requestID"":"""",""responseJSONPayload"":"""",""retryCount"":0,""returnRequestNo"":"""",""shippingParameterID"":"""",""signature"":"""",""transportDocumentNo"":""AE9105441"",""__collection"":""documenttracking""}",1000,ed520ca0-ecf7-11f0-a197-076b2a14f8441,VALID,ed520ca0-ecf7-11f0-a197-076b2a14f8441,2026-01-09 01:10:03.143+00,2026-01-09 01:14:13.508+00,,1767921003143,f,f,DECLARATION,AE-1137349,"",FCUAE12085998,FC2526C002168110,"",W,"",0,"",,1,102,"",,AE-1137349,"","",f,,,documenttracking,5700404,1,f,AE-1137349,firstcryecomchannel
"{""_id"":""ed73ec80-ecf7-11f0-a197-076b2a14f8441"",""BODID"":""ed73ec80-ecf7-11f0-a197-076b2a14f8441"",""Key"":""ed73ec80-ecf7-11f0-a197-076b2a14f8441"",""actionBy"":""AE-1137349"",""authorizedDeclarant"":""AE-1137349"",""authorized_Declarant"":""AE-1137349"",""channelIdentifier"":""firstcryecomchannel"",""claimDeclarationNo"":"""",""createdAt"":1767921003350,""currentStage"":""W"",""customsStatus"":"""",""customsSubmissionResponse"":"""",""declarationClearedTime"":"""",""declarationType"":""102"",""direction"":""1"",""documentName"":""documenttrackings"",""documentNo"":"""",""documentType"":""DECLARATION"",""documents"":null,""ecomBusinessCode"":""AE-1137349"",""errorType"":"""",""errors"":"""",""funcKey"":""FZ_UAE_false_ALL"",""history"":[{""actionBy"":""AE-1137349"",""actionTimeStamp"":1767921003350,""currentStage"":""W"",""customsSubmissionResponse"":"""",""description"":""Waiting for generation"",""previousJsonResponse"":"""",""receivedTime"":1767921003350,""retryCount"":0,""status"":""""}],""invoiceNo"":""FC2526C002173102"",""isAmended"":true,""isExited"":false,""isGatePassAppFinder"":""3"",""isGatePassApplicable"":false,""isNRClaim"":false,""kvp"":null,""lastActivityTimeStamp"":1767921003350,""lastStage"":"""",""logistic_Provider"":""AE-1137349"",""orderNo"":""FCUAE11888839"",""orgType"":"""",""platformRequestNumber"":"""",""regimeType"":""1"",""requestID"":"""",""responseJSONPayload"":"""",""retryCount"":0,""returnRequestNo"":"""",""shippingParameterID"":"""",""signature"":"""",""transportDocumentNo"":""AE9105441"",""__collection"":""documenttracking""}",1000,ed73ec80-ecf7-11f0-a197-076b2a14f8441,VALID,ed73ec80-ecf7-11f0-a197-076b2a14f8441,2026-01-09 01:10:03.35+00,2026-01-09 01:14:20.456+00,,1767921003350,f,f,DECLARATION,AE-1137349,"",FCUAE11888839,FC2526C002173102,"",W,"",0,"",,1,102,"",,AE-1137349,"","",f,,,documenttracking,5700405,1,f,AE-1137349,firstcryecomchannel
"{""_id"":""108c9aa0-ecf8-11f0-a197-076b2a14f8441"",""BODID"":""108c9aa0-ecf8-11f0-a197-076b2a14f8441"",""Key"":""108c9aa0-ecf8-11f0-a197-076b2a14f8441"",""actionBy"":""AE-1137349"",""authorizedDeclarant"":""AE-1137349"",""authorized_Declarant"":""AE-1137349"",""channelIdentifier"":""firstcryecomchannel"",""claimDeclarationNo"":"""",""createdAt"":1767921062232,""currentStage"":""W"",""customsStatus"":"""",""customsSubmissionResponse"":"""",""declarationClearedTime"":"""",""declarationType"":""102"",""direction"":""1"",""documentName"":""documenttrackings"",""documentNo"":"""",""documentType"":""DECLARATION"",""documents"":null,""ecomBusinessCode"":""AE-1137349"",""errorType"":"""",""errors"":"""",""funcKey"":""FZ_UAE_false_ALL"",""history"":[{""actionBy"":""AE-1137349"",""actionTimeStamp"":1767921062232,""currentStage"":""W"",""customsSubmissionResponse"":"""",""description"":""Waiting for generation"",""previousJsonResponse"":"""",""receivedTime"":1767921062232,""retryCount"":0,""status"":""""}],""invoiceNo"":""FC2526C002174078"",""isAmended"":true,""isExited"":false,""isGatePassAppFinder"":""3"",""isGatePassApplicable"":false,""isNRClaim"":false,""kvp"":null,""lastActivityTimeStamp"":1767921062232,""lastStage"":"""",""logistic_Provider"":""AE-1137349"",""orderNo"":""FCUAE12083766"",""orgType"":"""",""platformRequestNumber"":"""",""regimeType"":""1"",""requestID"":"""",""responseJSONPayload"":"""",""retryCount"":0,""returnRequestNo"":"""",""shippingParameterID"":"""",""signature"":"""",""transportDocumentNo"":""AE9105441"",""__collection"":""documenttracking""}",1000,108c9aa0-ecf8-11f0-a197-076b2a14f8441,VALID,108c9aa0-ecf8-11f0-a197-076b2a14f8441,2026-01-09 01:11:02.232+00,2026-01-09 01:16:55.298+00,,1767921062232,f,f,DECLARATION,AE-1137349,"",FCUAE12083766,FC2526C002174078,"",W,"",0,"",,1,102,"",,AE-1137349,"","",f,,,documenttracking,5700406,1,f,AE-1137349,firstcryecomchannel
"{""_id"":""10d4c730-ecf8-11f0-a197-076b2a14f8441"",""BODID"":""10d4c730-ecf8-11f0-a197-076b2a14f8441"",""Key"":""10d4c730-ecf8-11f0-a197-076b2a14f8441"",""actionBy"":""AE-1137349"",""authorizedDeclarant"":""AE-1137349"",""authorized_Declarant"":""AE-1137349"",""channelIdentifier"":""firstcryecomchannel"",""claimDeclarationNo"":"""",""createdAt"":1767921062709,""currentStage"":""W"",""customsStatus"":"""",""customsSubmissionResponse"":"""",""declarationClearedTime"":"""",""declarationType"":""102"",""direction"":""1"",""documentName"":""documenttrackings"",""documentNo"":"""",""documentType"":""DECLARATION"",""documents"":null,""ecomBusinessCode"":""AE-1137349"",""errorType"":"""",""errors"":"""",""funcKey"":""FZ_UAE_false_ALL"",""history"":[{""actionBy"":""AE-1137349"",""actionTimeStamp"":1767921062709,""currentStage"":""W"",""customsSubmissionResponse"":"""",""description"":""Waiting for generation"",""previousJsonResponse"":"""",""receivedTime"":1767921062709,""retryCount"":0,""status"":""""}],""invoiceNo"":""FC2526C002173002"",""isAmended"":true,""isExited"":false,""isGatePassAppFinder"":""3"",""isGatePassApplicable"":false,""isNRClaim"":false,""kvp"":null,""lastActivityTimeStamp"":1767921062709,""lastStage"":"""",""logistic_Provider"":""AE-1137349"",""orderNo"":""FCUAE12094614"",""orgType"":"""",""platformRequestNumber"":"""",""regimeType"":""1"",""requestID"":"""",""responseJSONPayload"":"""",""retryCount"":0,""returnRequestNo"":"""",""shippingParameterID"":"""",""signature"":"""",""transportDocumentNo"":""AE9105441"",""__collection"":""documenttracking""}",1000,10d4c730-ecf8-11f0-a197-076b2a14f8441,VALID,10d4c730-ecf8-11f0-a197-076b2a14f8441,2026-01-09 01:11:02.709+00,2026-01-09 01:17:01.736+00,,1767921062709,f,f,DECLARATION,AE-1137349,"",FCUAE12094614,FC2526C002173002,"",W,"",0,"",,1,102,"",,AE-1137349,"","",f,,,documenttracking,5700407,1,f,AE-1137349,firstcryecomchannel
