tranxData,block_num,txnid,status,key,createdAt,updatedAt,submittedby,lastactivitytimestamp,iswarning,iscritical,documenttype,ecommbusinesscode,orgtype,orderno,invoiceno,documentno,currentstage,laststage,retrycount,errors,pickedby,regimetype,declarationtype,customstatus,pickedtimestamp,authorizeddeclarant,errortype,requestid,retryrequired,ecombusinesscode,customsstatus,__collection,id,direction,ismanualretry,logisticprovider,channelidentifier
"{""_id"":""db6dbd10-e2dc-11f0-a197-076b2a14f8441"",""BODID"":""db6dbd10-e2dc-11f0-a197-076b2a14f8441"",""Key"":""db6dbd10-e2dc-11f0-a197-076b2a14f8441"",""actionBy"":""AE-1137349"",""authorizedDeclarant"":""AE-1137349"",""authorized_Declarant"":""AE-1137349"",""channelIdentifier"":""firstcryecomchannel"",""claimDeclarationNo"":"""",""createdAt"":1766809865593,""currentStage"":""W"",""customsStatus"":"""",""customsSubmissionResponse"":"""",""declarationClearedTime"":"""",""declarationType"":""102"",""direction"":""1"",""documentName"":""documenttrackings"",""documentNo"":"""",""documentType"":""DECLARATION"",""documents"":null,""ecomBusinessCode"":""AE-1137349"",""errorType"":"""",""errors"":"""",""funcKey"":""FZ_UAE_false_ALL"",""history"":[{""actionBy"":""AE-1137349"",""actionTimeStamp"":1766809865593,""currentStage"":""W"",""customsSubmissionResponse"":"""",""description"":""Waiting for generation"",""previousJsonResponse"":"""",""receivedTime"":1766809865593,""retryCount"":0,""status"":""""}],""invoiceNo"":""FC2526C002079146"",""isAmended"":true,""isExited"":false,""isGatePassAppFinder"":""3"",""isGatePassApplicable"":false,""isNRClaim"":false,""kvp"":null,""lastActivityTimeStamp"":1766809865593,""lastStage"":"""",""logistic_Provider"":""AE-1137349"",""orderNo"":""FCUAE11942432"",""orgType"":"""",""platformRequestNumber"":"""",""regimeType"":""1"",""requestID"":"""",""responseJSONPayload"":"""",""retryCount"":0,""returnRequestNo"":"""",""shippingParameterID"":"""",""signature"":"""",""transportDocumentNo"":""AE9105441"",""__collection"":""documenttracking""}",1000,db6dbd10-e2dc-11f0-a197-076b2a14f8441,VALID,db6dbd10-e2dc-11f0-a197-076b2a14f8441,2025-12-27 04:31:05.593+00,2025-12-27 04:51:11.095+00,,1766809865593,f,f,DECLARATION,AE-1137349,"",FCUAE11942432,FC2526C002079146,"",W,"",0,"",,1,102,"",,AE-1137349,"","",f,,,documenttracking,5408887,1,f,AE-1137349,firstcryecomchannel
"{""_id"":""dc243bd0-e2dc-11f0-a197-076b2a14f8441"",""BODID"":""dc243bd0-e2dc-11f0-a197-076b2a14f8441"",""Key"":""dc243bd0-e2dc-11f0-a197-076b2a14f8441"",""actionBy"":""AE-1137349"",""authorizedDeclarant"":""AE-1137349"",""authorized_Declarant"":""AE-1137349"",""channelIdentifier"":""firstcryecomchannel"",""claimDeclarationNo"":"""",""createdAt"":1766809866831,""currentStage"":""W"",""customsStatus"":"""",""customsSubmissionResponse"":"""",""declarationClearedTime"":"""",""declarationType"":""102"",""direction"":""1"",""documentName"":""documenttrackings"",""documentNo"":"""",""documentType"":""DECLARATION"",""documents"":null,""ecomBusinessCode"":""AE-1137349"",""errorType"":"""",""errors"":"""",""funcKey"":""FZ_UAE_false_ALL"",""history"":[{""actionBy"":""AE-1137349"",""actionTimeStamp"":1766809866831,""currentStage"":""W"",""customsSubmissionResponse"":"""",""description"":""Waiting for generation"",""previousJsonResponse"":"""",""receivedTime"":1766809866831,""retryCount"":0,""status"":""""}],""invoiceNo"":""FC2526C002078900"",""isAmended"":true,""isExited"":false,""isGatePassAppFinder"":""3"",""isGatePassApplicable"":false,""isNRClaim"":false,""kvp"":null,""lastActivityTimeStamp"":1766809866831,""lastStage"":"""",""logistic_Provider"":""AE-1137349"",""orderNo"":""FCUAE11962859"",""orgType"":"""",""platformRequestNumber"":"""",""regimeType"":""1"",""requestID"":"""",""responseJSONPayload"":"""",""retryCount"":0,""returnRequestNo"":"""",""shippingParameterID"":"""",""signature"":"""",""transportDocumentNo"":""AE9105441"",""__collection"":""documenttracking""}",1000,dc243bd0-e2dc-11f0-a197-076b2a14f8441,VALID,dc243bd0-e2dc-11f0-a197-076b2a14f8441,2025-12-27 04:31:06.831+00,2025-12-27 04:51:14.094+00,,1766809866831,f,f,DECLARATION,AE-1137349,"",FCUAE11962859,FC2526C002078900,"",W,"",0,"",,1,102,"",,AE-1137349,"","",f,,,documenttracking,5408888,1,f,AE-1137349,firstcryecomchannel
"{""_id"":""e183d040-e2dc-11f0-a197-076b2a14f8441"",""BODID"":""e183d040-e2dc-11f0-a197-076b2a14f8441"",""Key"":""e183d040-e2dc-11f0-a197-076b2a14f8441"",""actionBy"":""AE-1137349"",""authorizedDeclarant"":""AE-1137349"",""authorized_Declarant"":""AE-1137349"",""channelIdentifier"":""firstcryecomchannel"",""claimDeclarationNo"":"""",""createdAt"":1766809875651,""currentStage"":""W"",""customsStatus"":"""",""customsSubmissionResponse"":"""",""declarationClearedTime"":"""",""declarationType"":""102"",""direction"":""1"",""documentName"":""documenttrackings"",""documentNo"":"""",""documentType"":""DECLARATION"",""documents"":null,""ecomBusinessCode"":""AE-1137349"",""errorType"":"""",""errors"":"""",""funcKey"":""FZ_UAE_false_ALL"",""history"":[{""actionBy"":""AE-1137349"",""actionTimeStamp"":1766809875651,""currentStage"":""W"",""customsSubmissionResponse"":"""",""description"":""Waiting for generation"",""previousJsonResponse"":"""",""receivedTime"":1766809875651,""retryCount"":0,""status"":""""}],""invoiceNo"":""FC2526C002079626"",""isAmended"":true,""isExited"":false,""isGatePassAppFinder"":""3"",""isGatePassApplicable"":false,""isNRClaim"":false,""kvp"":null,""lastActivityTimeStamp"":1766809875651,""lastStage"":"""",""logistic_Provider"":""AE-1137349"",""orderNo"":""FCUAE11962924"",""orgType"":"""",""platformRequestNumber"":"""",""regimeType"":""1"",""requestID"":"""",""responseJSONPayload"":"""",""retryCount"":0,""returnRequestNo"":"""",""shippingParameterID"":"""",""signature"":"""",""transportDocumentNo"":""AE9105441"",""__collection"":""documenttracking""}",1000,e183d040-e2dc-11f0-a197-076b2a14f8441,VALID,e183d040-e2dc-11f0-a197-076b2a14f8441,2025-12-27 04:31:15.651+00,2025-12-27 04:51:42.348+00,,1766809875651,f,f,DECLARATION,AE-1137349,"",FCUAE11962924,FC2526C002079626,"",W,"",0,"",,1,102,"",,AE-1137349,"","",f,,,documenttracking,5408897,1,f,AE-1137349,firstcryecomchannel
"{""_id"":""ff3bb170-e2dc-11f0-a197-076b2a14f8441"",""BODID"":""ff3bb170-e2dc-11f0-a197-076b2a14f8441"",""Key"":""ff3bb170-e2dc-11f0-a197-076b2a14f8441"",""actionBy"":""AE-1137349"",""authorizedDeclarant"":""AE-1137349"",""authorized_Declarant"":""AE-1137349"",""channelIdentifier"":""firstcryecomchannel"",""claimDeclarationNo"":"""",""createdAt"":1766809925705,""currentStage"":""W"",""customsStatus"":"""",""customsSubmissionResponse"":"""",""declarationClearedTime"":"""",""declarationType"":""102"",""direction"":""1"",""documentName"":""documenttrackings"",""documentNo"":"""",""documentType"":""DECLARATION"",""documents"":null,""ecomBusinessCode"":""AE-1137349"",""errorType"":"""",""errors"":"""",""funcKey"":""FZ_UAE_false_ALL"",""history"":[{""actionBy"":""AE-1137349"",""actionTimeStamp"":1766809925705,""currentStage"":""W"",""customsSubmissionResponse"":"""",""description"":""Waiting for generation"",""previousJsonResponse"":"""",""receivedTime"":1766809925705,""retryCount"":0,""status"":""""}],""invoiceNo"":""FC2526C002075996"",""isAmended"":true,""isExited"":false,""isGatePassAppFinder"":""3"",""isGatePassApplicable"":false,""isNRClaim"":false,""kvp"":null,""lastActivityTimeStamp"":1766809925705,""lastStage"":"""",""logistic_Provider"":""AE-1137349"",""orderNo"":""FCUAE11962045"",""orgType"":"""",""platformRequestNumber"":"""",""regimeType"":""1"",""requestID"":"""",""responseJSONPayload"":"""",""retryCount"":0,""returnRequestNo"":"""",""shippingParameterID"":"""",""signature"":"""",""transportDocumentNo"":""AE9105441"",""__collection"":""documenttracking""}",1000,ff3bb170-e2dc-11f0-a197-076b2a14f8441,VALID,ff3bb170-e2dc-11f0-a197-076b2a14f8441,2025-12-27 04:32:05.705+00,2025-12-27 04:51:58.912+00,,1766809925705,f,f,DECLARATION,AE-1137349,"",FCUAE11962045,FC2526C002075996,"",W,"",0,"",,1,102,"",,AE-1137349,"","",f,,,documenttracking,5408902,1,f,AE-1137349,firstcryecomchannel
"{""_id"":""dcf59590-e2dc-11f0-a197-076b2a14f8441"",""BODID"":""dcf59590-e2dc-11f0-a197-076b2a14f8441"",""Key"":""dcf59590-e2dc-11f0-a197-076b2a14f8441"",""actionBy"":""AE-1137349"",""authorizedDeclarant"":""AE-1137349"",""authorized_Declarant"":""AE-1137349"",""channelIdentifier"":""firstcryecomchannel"",""claimDeclarationNo"":"""",""createdAt"":1766809868016,""currentStage"":""W"",""customsStatus"":"""",""customsSubmissionResponse"":"""",""declarationClearedTime"":"""",""declarationType"":""102"",""direction"":""1"",""documentName"":""documenttrackings"",""documentNo"":"""",""documentType"":""DECLARATION"",""documents"":null,""ecomBusinessCode"":""AE-1137349"",""errorType"":"""",""errors"":"""",""funcKey"":""FZ_UAE_false_ALL"",""history"":[{""actionBy"":""AE-1137349"",""actionTimeStamp"":1766809868016,""currentStage"":""W"",""customsSubmissionResponse"":"""",""description"":""Waiting for generation"",""previousJsonResponse"":"""",""receivedTime"":1766809868016,""retryCount"":0,""status"":""""}],""invoiceNo"":""FC2526C002076475"",""isAmended"":true,""isExited"":false,""isGatePassAppFinder"":""3"",""isGatePassApplicable"":false,""isNRClaim"":false,""kvp"":null,""lastActivityTimeStamp"":1766809868016,""lastStage"":"""",""logistic_Provider"":""AE-1137349"",""orderNo"":""FCUAE11950105"",""orgType"":"""",""platformRequestNumber"":"""",""regimeType"":""1"",""requestID"":"""",""responseJSONPayload"":"""",""retryCount"":0,""returnRequestNo"":"""",""shippingParameterID"":"""",""signature"":"""",""transportDocumentNo"":""AE9105441"",""__collection"":""documenttracking""}",1000,dcf59590-e2dc-11f0-a197-076b2a14f8441,VALID,dcf59590-e2dc-11f0-a197-076b2a14f8441,2025-12-27 04:31:08.016+00,2025-12-27 04:51:17.244+00,,1766809868016,f,f,DECLARATION,AE-1137349,"",FCUAE11950105,FC2526C002076475,"",W,"",0,"",,1,102,"",,AE-1137349,"","",f,,,documenttracking,5408889,1,f,AE-1137349,firstcryecomchannel
"{""_id"":""dd7bb580-e2dc-11f0-a197-076b2a14f8441"",""BODID"":""dd7bb580-e2dc-11f0-a197-076b2a14f8441"",""Key"":""dd7bb580-e2dc-11f0-a197-076b2a14f8441"",""actionBy"":""AE-1137349"",""authorizedDeclarant"":""AE-1137349"",""authorized_Declarant"":""AE-1137349"",""channelIdentifier"":""firstcryecomchannel"",""claimDeclarationNo"":"""",""createdAt"":1766809868835,""currentStage"":""W"",""customsStatus"":"""",""customsSubmissionResponse"":"""",""declarationClearedTime"":"""",""declarationType"":""102"",""direction"":""1"",""documentName"":""documenttrackings"",""documentNo"":"""",""documentType"":""DECLARATION"",""documents"":null,""ecomBusinessCode"":""AE-1137349"",""errorType"":"""",""errors"":"""",""funcKey"":""FZ_UAE_false_ALL"",""history"":[{""actionBy"":""AE-1137349"",""actionTimeStamp"":1766809868835,""currentStage"":""W"",""customsSubmissionResponse"":"""",""description"":""Waiting for generation"",""previousJsonResponse"":"""",""receivedTime"":1766809868835,""retryCount"":0,""status"":""""}],""invoiceNo"":""FC2526C002076506"",""isAmended"":true,""isExited"":false,""isGatePassAppFinder"":""3"",""isGatePassApplicable"":false,""isNRClaim"":false,""kvp"":null,""lastActivityTimeStamp"":1766809868835,""lastStage"":"""",""logistic_Provider"":""AE-1137349"",""orderNo"":""FCUAE11952698"",""orgType"":"""",""platformRequestNumber"":"""",""regimeType"":""1"",""requestID"":"""",""responseJSONPayload"":"""",""retryCount"":0,""returnRequestNo"":"""",""shippingParameterID"":"""",""signature"":"""",""transportDocumentNo"":""AE9105441"",""__collection"":""documenttracking""}",1000,dd7bb580-e2dc-11f0-a197-076b2a14f8441,VALID,dd7bb580-e2dc-11f0-a197-076b2a14f8441,2025-12-27 04:31:08.835+00,2025-12-27 04:51:20.369+00,,1766809868835,f,f,DECLARATION,AE-1137349,"",FCUAE11952698,FC2526C002076506,"",W,"",0,"",,1,102,"",,AE-1137349,"","",f,,,documenttracking,5408890,1,f,AE-1137349,firstcryecomchannel
"{""_id"":""fe8ea890-e2dc-11f0-a197-076b2a14f8441"",""BODID"":""fe8ea890-e2dc-11f0-a197-076b2a14f8441"",""Key"":""fe8ea890-e2dc-11f0-a197-076b2a14f8441"",""actionBy"":""AE-1137349"",""authorizedDeclarant"":""AE-1137349"",""authorized_Declarant"":""AE-1137349"",""channelIdentifier"":""firstcryecomchannel"",""claimDeclarationNo"":"""",""createdAt"":1766809924443,""currentStage"":""W"",""customsStatus"":"""",""customsSubmissionResponse"":"""",""declarationClearedTime"":"""",""declarationType"":""102"",""direction"":""1"",""documentName"":""documenttrackings"",""documentNo"":"""",""documentType"":""DECLARATION"",""documents"":null,""ecomBusinessCode"":""AE-1137349"",""errorType"":"""",""errors"":"""",""funcKey"":""FZ_UAE_false_ALL"",""history"":[{""actionBy"":""AE-1137349"",""actionTimeStamp"":1766809924443,""currentStage"":""W"",""customsSubmissionResponse"":"""",""description"":""Waiting for generation"",""previousJsonResponse"":"""",""receivedTime"":1766809924443,""retryCount"":0,""status"":""""}],""invoiceNo"":""FC2526C002076152"",""isAmended"":true,""isExited"":false,""isGatePassAppFinder"":""3"",""isGatePassApplicable"":false,""isNRClaim"":false,""kvp"":null,""lastActivityTimeStamp"":1766809924443,""lastStage"":"""",""logistic_Provider"":""AE-1137349"",""orderNo"":""FCUAE11959297"",""orgType"":"""",""platformRequestNumber"":"""",""regimeType"":""1"",""requestID"":"""",""responseJSONPayload"":"""",""retryCount"":0,""returnRequestNo"":"""",""shippingParameterID"":"""",""signature"":"""",""transportDocumentNo"":""AE9105441"",""__collection"":""documenttracking""}",1000,fe8ea890-e2dc-11f0-a197-076b2a14f8441,VALID,fe8ea890-e2dc-11f0-a197-076b2a14f8441,2025-12-27 04:32:04.443+00,2025-12-27 04:51:55.612+00,,1766809924443,f,f,DECLARATION,AE-1137349,"",FCUAE11959297,FC2526C002076152,"",W,"",0,"",,1,102,"",,AE-1137349,"","",f,,,documenttracking,5408901,1,f,AE-1137349,firstcryecomchannel
"{""_id"":""de004ed0-e2dc-11f0-a197-076b2a14f8441"",""BODID"":""de004ed0-e2dc-11f0-a197-076b2a14f8441"",""Key"":""de004ed0-e2dc-11f0-a197-076b2a14f8441"",""actionBy"":""AE-1137349"",""authorizedDeclarant"":""AE-1137349"",""authorized_Declarant"":""AE-1137349"",""channelIdentifier"":""firstcryecomchannel"",""claimDeclarationNo"":"""",""createdAt"":1766809869708,""currentStage"":""W"",""customsStatus"":"""",""customsSubmissionResponse"":"""",""declarationClearedTime"":"""",""declarationType"":""102"",""direction"":""1"",""documentName"":""documenttrackings"",""documentNo"":"""",""documentType"":""DECLARATION"",""documents"":null,""ecomBusinessCode"":""AE-1137349"",""errorType"":"""",""errors"":"""",""funcKey"":""FZ_UAE_false_ALL"",""history"":[{""actionBy"":""AE-1137349"",""actionTimeStamp"":1766809869708,""currentStage"":""W"",""customsSubmissionResponse"":"""",""description"":""Waiting for generation"",""previousJsonResponse"":"""",""receivedTime"":1766809869708,""retryCount"":0,""status"":""""}],""invoiceNo"":""FC2526C002078349"",""isAmended"":true,""isExited"":false,""isGatePassAppFinder"":""3"",""isGatePassApplicable"":false,""isNRClaim"":false,""kvp"":null,""lastActivityTimeStamp"":1766809869708,""lastStage"":"""",""logistic_Provider"":""AE-1137349"",""orderNo"":""FCUAE11960947"",""orgType"":"""",""platformRequestNumber"":"""",""regimeType"":""1"",""requestID"":"""",""responseJSONPayload"":"""",""retryCount"":0,""returnRequestNo"":"""",""shippingParameterID"":"""",""signature"":"""",""transportDocumentNo"":""AE9105441"",""__collection"":""documenttracking""}",1000,de004ed0-e2dc-11f0-a197-076b2a14f8441,VALID,de004ed0-e2dc-11f0-a197-076b2a14f8441,2025-12-27 04:31:09.708+00,2025-12-27 04:51:23.492+00,,1766809869708,f,f,DECLARATION,AE-1137349,"",FCUAE11960947,FC2526C002078349,"",W,"",0,"",,1,102,"",,AE-1137349,"","",f,,,documenttracking,5408891,1,f,AE-1137349,firstcryecomchannel
"{""_id"":""de892de0-e2dc-11f0-a197-076b2a14f8441"",""BODID"":""de892de0-e2dc-11f0-a197-076b2a14f8441"",""Key"":""de892de0-e2dc-11f0-a197-076b2a14f8441"",""actionBy"":""AE-1137349"",""authorizedDeclarant"":""AE-1137349"",""authorized_Declarant"":""AE-1137349"",""channelIdentifier"":""firstcryecomchannel"",""claimDeclarationNo"":"""",""createdAt"":1766809870617,""currentStage"":""W"",""customsStatus"":"""",""customsSubmissionResponse"":"""",""declarationClearedTime"":"""",""declarationType"":""102"",""direction"":""1"",""documentName"":""documenttrackings"",""documentNo"":"""",""documentType"":""DECLARATION"",""documents"":null,""ecomBusinessCode"":""AE-1137349"",""errorType"":"""",""errors"":"""",""funcKey"":""FZ_UAE_false_ALL"",""history"":[{""actionBy"":""AE-1137349"",""actionTimeStamp"":1766809870617,""currentStage"":""W"",""customsSubmissionResponse"":"""",""description"":""Waiting for generation"",""previousJsonResponse"":"""",""receivedTime"":1766809870617,""retryCount"":0,""status"":""""}],""invoiceNo"":""FC2526C002079721"",""isAmended"":true,""isExited"":false,""isGatePassAppFinder"":""3"",""isGatePassApplicable"":false,""isNRClaim"":false,""kvp"":null,""lastActivityTimeStamp"":1766809870617,""lastStage"":"""",""logistic_Provider"":""AE-1137349"",""orderNo"":""FCUAE11863923"",""orgType"":"""",""platformRequestNumber"":"""",""regimeType"":""1"",""requestID"":"""",""responseJSONPayload"":"""",""retryCount"":0,""returnRequestNo"":"""",""shippingParameterID"":"""",""signature"":"""",""transportDocumentNo"":""AE9105441"",""__collection"":""documenttracking""}",1000,de892de0-e2dc-11f0-a197-076b2a14f8441,VALID,de892de0-e2dc-11f0-a197-076b2a14f8441,2025-12-27 04:31:10.617+00,2025-12-27 04:51:26.737+00,,1766809870617,f,f,DECLARATION,AE-1137349,"",FCUAE11863923,FC2526C002079721,"",W,"",0,"",,1,102,"",,AE-1137349,"","",f,,,documenttracking,5408892,1,f,AE-1137349,firstcryecomchannel
"{""_id"":""df12f750-e2dc-11f0-a197-076b2a14f8441"",""BODID"":""df12f750-e2dc-11f0-a197-076b2a14f8441"",""Key"":""df12f750-e2dc-11f0-a197-076b2a14f8441"",""actionBy"":""AE-1137349"",""authorizedDeclarant"":""AE-1137349"",""authorized_Declarant"":""AE-1137349"",""channelIdentifier"":""firstcryecomchannel"",""claimDeclarationNo"":"""",""createdAt"":1766809871577,""currentStage"":""W"",""customsStatus"":"""",""customsSubmissionResponse"":"""",""declarationClearedTime"":"""",""declarationType"":""102"",""direction"":""1"",""documentName"":""documenttrackings"",""documentNo"":"""",""documentType"":""DECLARATION"",""documents"":null,""ecomBusinessCode"":""AE-1137349"",""errorType"":"""",""errors"":"""",""funcKey"":""FZ_UAE_false_ALL"",""history"":[{""actionBy"":""AE-1137349"",""actionTimeStamp"":1766809871577,""currentStage"":""W"",""customsSubmissionResponse"":"""",""description"":""Waiting for generation"",""previousJsonResponse"":"""",""receivedTime"":1766809871577,""retryCount"":0,""status"":""""}],""invoiceNo"":""FC2526C002079764"",""isAmended"":true,""isExited"":false,""isGatePassAppFinder"":""3"",""isGatePassApplicable"":false,""isNRClaim"":false,""kvp"":null,""lastActivityTimeStamp"":1766809871577,""lastStage"":"""",""logistic_Provider"":""AE-1137349"",""orderNo"":""FCUAE11967500"",""orgType"":"""",""platformRequestNumber"":"""",""regimeType"":""1"",""requestID"":"""",""responseJSONPayload"":"""",""retryCount"":0,""returnRequestNo"":"""",""shippingParameterID"":"""",""signature"":"""",""transportDocumentNo"":""AE9105441"",""__collection"":""documenttracking""}",1000,df12f750-e2dc-11f0-a197-076b2a14f8441,VALID,df12f750-e2dc-11f0-a197-076b2a14f8441,2025-12-27 04:31:11.577+00,2025-12-27 04:51:30.369+00,,1766809871577,f,f,DECLARATION,AE-1137349,"",FCUAE11967500,FC2526C002079764,"",W,"",0,"",,1,102,"",,AE-1137349,"","",f,,,documenttracking,5408893,1,f,AE-1137349,firstcryecomchannel
