tranxData,block_num,txnid,status,key,createdAt,updatedAt,submittedby,lastactivitytimestamp,iswarning,iscritical,documenttype,ecommbusinesscode,orgtype,orderno,invoiceno,documentno,currentstage,laststage,retrycount,errors,pickedby,regimetype,declarationtype,customstatus,pickedtimestamp,authorizeddeclarant,errortype,requestid,retryrequired,ecombusinesscode,customsstatus,__collection,id,direction,ismanualretry,logisticprovider,channelidentifier
"{""_id"":""277f3300-ebde-11f0-a197-076b2a14f8441"",""BODID"":""277f3300-ebde-11f0-a197-076b2a14f8441"",""Key"":""277f3300-ebde-11f0-a197-076b2a14f8441"",""actionBy"":""AE-1137349"",""authorizedDeclarant"":""AE-1137349"",""authorized_Declarant"":""AE-1137349"",""channelIdentifier"":""firstcryecomchannel"",""claimDeclarationNo"":"""",""createdAt"":1767799982656,""currentStage"":""W"",""customsStatus"":"""",""customsSubmissionResponse"":"""",""declarationClearedTime"":"""",""declarationType"":""102"",""direction"":""1"",""documentName"":""documenttrackings"",""documentNo"":"""",""documentType"":""DECLARATION"",""documents"":null,""ecomBusinessCode"":""AE-1137349"",""errorType"":"""",""errors"":"""",""funcKey"":""FZ_UAE_false_ALL"",""history"":[{""actionBy"":""AE-1137349"",""actionTimeStamp"":1767799982656,""currentStage"":""W"",""customsSubmissionResponse"":"""",""description"":""Waiting for generation"",""previousJsonResponse"":"""",""receivedTime"":1767799982656,""retryCount"":0,""status"":""""}],""invoiceNo"":""FC2526C002163066"",""isAmended"":true,""isExited"":false,""isGatePassAppFinder"":""3"",""isGatePassApplicable"":false,""isNRClaim"":false,""kvp"":null,""lastActivityTimeStamp"":1767799982656,""lastStage"":"""",""logistic_Provider"":""AE-1137349"",""orderNo"":""FCUAE12087917"",""orgType"":"""",""platformRequestNumber"":"""",""regimeType"":""1"",""requestID"":"""",""responseJSONPayload"":"""",""retryCount"":0,""returnRequestNo"":"""",""shippingParameterID"":"""",""signature"":"""",""transportDocumentNo"":""AE9105441"",""__collection"":""documenttracking""}",1000,277f3300-ebde-11f0-a197-076b2a14f8441,VALID,277f3300-ebde-11f0-a197-076b2a14f8441,2026-01-07 15:33:02.656+00,2026-01-07 16:13:10.854+00,,1767799982656,f,f,DECLARATION,AE-1137349,"",FCUAE12087917,FC2526C002163066,"",W,"",0,"",,1,102,"",,AE-1137349,"","",f,,,documenttracking,5650168,1,f,AE-1137349,firstcryecomchannel
"{""_id"":""27f72220-ebde-11f0-a197-076b2a14f8441"",""BODID"":""27f72220-ebde-11f0-a197-076b2a14f8441"",""Key"":""27f72220-ebde-11f0-a197-076b2a14f8441"",""actionBy"":""AE-1137349"",""authorizedDeclarant"":""AE-1137349"",""authorized_Declarant"":""AE-1137349"",""channelIdentifier"":""firstcryecomchannel"",""claimDeclarationNo"":"""",""createdAt"":1767799983435,""currentStage"":""W"",""customsStatus"":"""",""customsSubmissionResponse"":"""",""declarationClearedTime"":"""",""declarationType"":""102"",""direction"":""1"",""documentName"":""documenttrackings"",""documentNo"":"""",""documentType"":""DECLARATION"",""documents"":null,""ecomBusinessCode"":""AE-1137349"",""errorType"":"""",""errors"":"""",""funcKey"":""FZ_UAE_false_ALL"",""history"":[{""actionBy"":""AE-1137349"",""actionTimeStamp"":1767799983435,""currentStage"":""W"",""customsSubmissionResponse"":"""",""description"":""Waiting for generation"",""previousJsonResponse"":"""",""receivedTime"":1767799983435,""retryCount"":0,""status"":""""}],""invoiceNo"":""FC2526C002162880"",""isAmended"":true,""isExited"":false,""isGatePassAppFinder"":""3"",""isGatePassApplicable"":false,""isNRClaim"":false,""kvp"":null,""lastActivityTimeStamp"":1767799983435,""lastStage"":"""",""logistic_Provider"":""AE-1137349"",""orderNo"":""FCUAE12089323"",""orgType"":"""",""platformRequestNumber"":"""",""regimeType"":""1"",""requestID"":"""",""responseJSONPayload"":"""",""retryCount"":0,""returnRequestNo"":"""",""shippingParameterID"":"""",""signature"":"""",""transportDocumentNo"":""AE9105441"",""__collection"":""documenttracking""}",1000,27f72220-ebde-11f0-a197-076b2a14f8441,VALID,27f72220-ebde-11f0-a197-076b2a14f8441,2026-01-07 15:33:03.435+00,2026-01-07 16:13:27.287+00,,1767799983435,f,f,DECLARATION,AE-1137349,"",FCUAE12089323,FC2526C002162880,"",W,"",0,"",,1,102,"",,AE-1137349,"","",f,,,documenttracking,5650248,1,f,AE-1137349,firstcryecomchannel
"{""_id"":""4e129e80-eb66-11f0-a197-076b2a14f8441"",""BODID"":""4e129e80-eb66-11f0-a197-076b2a14f8441"",""Key"":""4e129e80-eb66-11f0-a197-076b2a14f8441"",""actionBy"":""AE-1137349"",""authorizedDeclarant"":""AE-1137349"",""authorized_Declarant"":""AE-1137349"",""channelIdentifier"":""firstcryecomchannel"",""claimDeclarationNo"":"""",""createdAt"":1767748508626,""currentStage"":""W"",""customsStatus"":"""",""customsSubmissionResponse"":"""",""declarationClearedTime"":"""",""declarationType"":""102"",""direction"":""1"",""documentName"":""documenttrackings"",""documentNo"":"""",""documentType"":""DECLARATION"",""documents"":null,""ecomBusinessCode"":""AE-1137349"",""errorType"":"""",""errors"":"""",""funcKey"":""FZ_UAE_false_ALL"",""history"":[{""actionBy"":""AE-1137349"",""actionTimeStamp"":1767748508626,""currentStage"":""W"",""customsSubmissionResponse"":"""",""description"":""Waiting for generation"",""previousJsonResponse"":"""",""receivedTime"":1767748508626,""retryCount"":0,""status"":""""}],""invoiceNo"":""FC2526C002155898"",""isAmended"":true,""isExited"":false,""isGatePassAppFinder"":""3"",""isGatePassApplicable"":false,""isNRClaim"":false,""kvp"":null,""lastActivityTimeStamp"":1767748508626,""lastStage"":"""",""logistic_Provider"":""AE-1137349"",""orderNo"":""FCUAE12005387"",""orgType"":"""",""platformRequestNumber"":"""",""regimeType"":""1"",""requestID"":"""",""responseJSONPayload"":"""",""retryCount"":0,""returnRequestNo"":"""",""shippingParameterID"":"""",""signature"":"""",""transportDocumentNo"":""AE9105441"",""__collection"":""documenttracking""}",1000,4e129e80-eb66-11f0-a197-076b2a14f8441,VALID,4e129e80-eb66-11f0-a197-076b2a14f8441,2026-01-07 01:15:08.626+00,2026-01-07 01:33:32.511+00,,1767748508626,f,f,DECLARATION,AE-1137349,"",FCUAE12005387,FC2526C002155898,"",W,"",0,"",,1,102,"",,AE-1137349,"","",f,,,documenttracking,5613265,1,f,AE-1137349,firstcryecomchannel
"{""_id"":""288f1c60-ebde-11f0-a197-076b2a14f8441"",""BODID"":""288f1c60-ebde-11f0-a197-076b2a14f8441"",""Key"":""288f1c60-ebde-11f0-a197-076b2a14f8441"",""actionBy"":""AE-1137349"",""authorizedDeclarant"":""AE-1137349"",""authorized_Declarant"":""AE-1137349"",""channelIdentifier"":""firstcryecomchannel"",""claimDeclarationNo"":"""",""createdAt"":1767799984447,""currentStage"":""W"",""customsStatus"":"""",""customsSubmissionResponse"":"""",""declarationClearedTime"":"""",""declarationType"":""102"",""direction"":""1"",""documentName"":""documenttrackings"",""documentNo"":"""",""documentType"":""DECLARATION"",""documents"":null,""ecomBusinessCode"":""AE-1137349"",""errorType"":"""",""errors"":"""",""funcKey"":""FZ_UAE_false_ALL"",""history"":[{""actionBy"":""AE-1137349"",""actionTimeStamp"":1767799984447,""currentStage"":""W"",""customsSubmissionResponse"":"""",""description"":""Waiting for generation"",""previousJsonResponse"":"""",""receivedTime"":1767799984447,""retryCount"":0,""status"":""""}],""invoiceNo"":""FC2526C002163657"",""isAmended"":true,""isExited"":false,""isGatePassAppFinder"":""3"",""isGatePassApplicable"":false,""isNRClaim"":false,""kvp"":null,""lastActivityTimeStamp"":1767799984447,""lastStage"":"""",""logistic_Provider"":""AE-1137349"",""orderNo"":""FCUAE12082866"",""orgType"":"""",""platformRequestNumber"":"""",""regimeType"":""1"",""requestID"":"""",""responseJSONPayload"":"""",""retryCount"":0,""returnRequestNo"":"""",""shippingParameterID"":"""",""signature"":"""",""transportDocumentNo"":""AE9105441"",""__collection"":""documenttracking""}",1000,288f1c60-ebde-11f0-a197-076b2a14f8441,VALID,288f1c60-ebde-11f0-a197-076b2a14f8441,2026-01-07 15:33:04.447+00,2026-01-07 16:13:43.327+00,,1767799984447,f,f,DECLARATION,AE-1137349,"",FCUAE12082866,FC2526C002163657,"",W,"",0,"",,1,102,"",,AE-1137349,"","",f,,,documenttracking,5650334,1,f,AE-1137349,firstcryecomchannel
"{""_id"":""e4e32100-eb65-11f0-a197-076b2a14f8441"",""BODID"":""e4e32100-eb65-11f0-a197-076b2a14f8441"",""Key"":""e4e32100-eb65-11f0-a197-076b2a14f8441"",""actionBy"":""AE-1137349"",""authorizedDeclarant"":""AE-1137349"",""authorized_Declarant"":""AE-1137349"",""channelIdentifier"":""firstcryecomchannel"",""claimDeclarationNo"":"""",""createdAt"":1767748332549,""currentStage"":""W"",""customsStatus"":"""",""customsSubmissionResponse"":"""",""declarationClearedTime"":"""",""declarationType"":""102"",""direction"":""1"",""documentName"":""documenttrackings"",""documentNo"":"""",""documentType"":""DECLARATION"",""documents"":null,""ecomBusinessCode"":""AE-1137349"",""errorType"":"""",""errors"":"""",""funcKey"":""FZ_UAE_false_ALL"",""history"":[{""actionBy"":""AE-1137349"",""actionTimeStamp"":1767748332549,""currentStage"":""W"",""customsSubmissionResponse"":"""",""description"":""Waiting for generation"",""previousJsonResponse"":"""",""receivedTime"":1767748332549,""retryCount"":0,""status"":""""}],""invoiceNo"":""FC2526C002159195"",""isAmended"":true,""isExited"":false,""isGatePassAppFinder"":""3"",""isGatePassApplicable"":false,""isNRClaim"":false,""kvp"":null,""lastActivityTimeStamp"":1767748332549,""lastStage"":"""",""logistic_Provider"":""AE-1137349"",""orderNo"":""FCUAE12071873"",""orgType"":"""",""platformRequestNumber"":"""",""regimeType"":""1"",""requestID"":"""",""responseJSONPayload"":"""",""retryCount"":0,""returnRequestNo"":"""",""shippingParameterID"":"""",""signature"":"""",""transportDocumentNo"":""AE9105441"",""__collection"":""documenttracking""}",1000,e4e32100-eb65-11f0-a197-076b2a14f8441,VALID,e4e32100-eb65-11f0-a197-076b2a14f8441,2026-01-07 01:12:12.549+00,2026-01-07 01:15:53.526+00,,1767748332549,f,f,DECLARATION,AE-1137349,"",FCUAE12071873,FC2526C002159195,"",W,"",0,"",,1,102,"",,AE-1137349,"","",f,,,documenttracking,5611666,1,f,AE-1137349,firstcryecomchannel
"{""_id"":""e7500250-eb65-11f0-a197-076b2a14f8441"",""BODID"":""e7500250-eb65-11f0-a197-076b2a14f8441"",""Key"":""e7500250-eb65-11f0-a197-076b2a14f8441"",""actionBy"":""AE-1137349"",""authorizedDeclarant"":""AE-1137349"",""authorized_Declarant"":""AE-1137349"",""channelIdentifier"":""firstcryecomchannel"",""claimDeclarationNo"":"""",""createdAt"":1767748336227,""currentStage"":""W"",""customsStatus"":"""",""customsSubmissionResponse"":"""",""declarationClearedTime"":"""",""declarationType"":""102"",""direction"":""1"",""documentName"":""documenttrackings"",""documentNo"":"""",""documentType"":""DECLARATION"",""documents"":null,""ecomBusinessCode"":""AE-1137349"",""errorType"":"""",""errors"":"""",""funcKey"":""FZ_UAE_false_ALL"",""history"":[{""actionBy"":""AE-1137349"",""actionTimeStamp"":1767748336227,""currentStage"":""W"",""customsSubmissionResponse"":"""",""description"":""Waiting for generation"",""previousJsonResponse"":"""",""receivedTime"":1767748336227,""retryCount"":0,""status"":""""}],""invoiceNo"":""FC2526C002159125"",""isAmended"":true,""isExited"":false,""isGatePassAppFinder"":""3"",""isGatePassApplicable"":false,""isNRClaim"":false,""kvp"":null,""lastActivityTimeStamp"":1767748336227,""lastStage"":"""",""logistic_Provider"":""AE-1137349"",""orderNo"":""FCUAE12079088"",""orgType"":"""",""platformRequestNumber"":"""",""regimeType"":""1"",""requestID"":"""",""responseJSONPayload"":"""",""retryCount"":0,""returnRequestNo"":"""",""shippingParameterID"":"""",""signature"":"""",""transportDocumentNo"":""AE9105441"",""__collection"":""documenttracking""}",1000,e7500250-eb65-11f0-a197-076b2a14f8441,VALID,e7500250-eb65-11f0-a197-076b2a14f8441,2026-01-07 01:12:16.227+00,2026-01-07 01:16:18.649+00,,1767748336227,f,f,DECLARATION,AE-1137349,"",FCUAE12079088,FC2526C002159125,"",W,"",0,"",,1,102,"",,AE-1137349,"","",f,,,documenttracking,5611696,1,f,AE-1137349,firstcryecomchannel
"{""_id"":""e9755350-eb65-11f0-a197-076b2a14f8441"",""BODID"":""e9755350-eb65-11f0-a197-076b2a14f8441"",""Key"":""e9755350-eb65-11f0-a197-076b2a14f8441"",""actionBy"":""AE-1137349"",""authorizedDeclarant"":""AE-1137349"",""authorized_Declarant"":""AE-1137349"",""channelIdentifier"":""firstcryecomchannel"",""claimDeclarationNo"":"""",""createdAt"":1767748339596,""currentStage"":""W"",""customsStatus"":"""",""customsSubmissionResponse"":"""",""declarationClearedTime"":"""",""declarationType"":""102"",""direction"":""1"",""documentName"":""documenttrackings"",""documentNo"":"""",""documentType"":""DECLARATION"",""documents"":null,""ecomBusinessCode"":""AE-1137349"",""errorType"":"""",""errors"":"""",""funcKey"":""FZ_UAE_false_ALL"",""history"":[{""actionBy"":""AE-1137349"",""actionTimeStamp"":1767748339596,""currentStage"":""W"",""customsSubmissionResponse"":"""",""description"":""Waiting for generation"",""previousJsonResponse"":"""",""receivedTime"":1767748339596,""retryCount"":0,""status"":""""}],""invoiceNo"":""FC2526C002159055"",""isAmended"":true,""isExited"":false,""isGatePassAppFinder"":""3"",""isGatePassApplicable"":false,""isNRClaim"":false,""kvp"":null,""lastActivityTimeStamp"":1767748339596,""lastStage"":"""",""logistic_Provider"":""AE-1137349"",""orderNo"":""FCUAE12042159"",""orgType"":"""",""platformRequestNumber"":"""",""regimeType"":""1"",""requestID"":"""",""responseJSONPayload"":"""",""retryCount"":0,""returnRequestNo"":"""",""shippingParameterID"":"""",""signature"":"""",""transportDocumentNo"":""AE9105441"",""__collection"":""documenttracking""}",1000,e9755350-eb65-11f0-a197-076b2a14f8441,VALID,e9755350-eb65-11f0-a197-076b2a14f8441,2026-01-07 01:12:19.596+00,2026-01-07 01:16:44.254+00,,1767748339596,f,f,DECLARATION,AE-1137349,"",FCUAE12042159,FC2526C002159055,"",W,"",0,"",,1,102,"",,AE-1137349,"","",f,,,documenttracking,5611737,1,f,AE-1137349,firstcryecomchannel
"{""_id"":""eb95e960-eb65-11f0-a197-076b2a14f8441"",""BODID"":""eb95e960-eb65-11f0-a197-076b2a14f8441"",""Key"":""eb95e960-eb65-11f0-a197-076b2a14f8441"",""actionBy"":""AE-1137349"",""authorizedDeclarant"":""AE-1137349"",""authorized_Declarant"":""AE-1137349"",""channelIdentifier"":""firstcryecomchannel"",""claimDeclarationNo"":"""",""createdAt"":1767748343754,""currentStage"":""W"",""customsStatus"":"""",""customsSubmissionResponse"":"""",""declarationClearedTime"":"""",""declarationType"":""102"",""direction"":""1"",""documentName"":""documenttrackings"",""documentNo"":"""",""documentType"":""DECLARATION"",""documents"":null,""ecomBusinessCode"":""AE-1137349"",""errorType"":"""",""errors"":"""",""funcKey"":""FZ_UAE_false_ALL"",""history"":[{""actionBy"":""AE-1137349"",""actionTimeStamp"":1767748343754,""currentStage"":""W"",""customsSubmissionResponse"":"""",""description"":""Waiting for generation"",""previousJsonResponse"":"""",""receivedTime"":1767748343754,""retryCount"":0,""status"":""""}],""invoiceNo"":""FC2526C002159283"",""isAmended"":true,""isExited"":false,""isGatePassAppFinder"":""3"",""isGatePassApplicable"":false,""isNRClaim"":false,""kvp"":null,""lastActivityTimeStamp"":1767748343754,""lastStage"":"""",""logistic_Provider"":""AE-1137349"",""orderNo"":""FCUAE12076965"",""orgType"":"""",""platformRequestNumber"":"""",""regimeType"":""1"",""requestID"":"""",""responseJSONPayload"":"""",""retryCount"":0,""returnRequestNo"":"""",""shippingParameterID"":"""",""signature"":"""",""transportDocumentNo"":""AE9105441"",""__collection"":""documenttracking""}",1000,eb95e960-eb65-11f0-a197-076b2a14f8441,VALID,eb95e960-eb65-11f0-a197-076b2a14f8441,2026-01-07 01:12:23.754+00,2026-01-07 01:17:12.294+00,,1767748343754,f,f,DECLARATION,AE-1137349,"",FCUAE12076965,FC2526C002159283,"",W,"",0,"",,1,102,"",,AE-1137349,"","",f,,,documenttracking,5611781,1,f,AE-1137349,firstcryecomchannel
"{""_id"":""ed68fbb0-eb65-11f0-a197-076b2a14f8441"",""BODID"":""ed68fbb0-eb65-11f0-a197-076b2a14f8441"",""Key"":""ed68fbb0-eb65-11f0-a197-076b2a14f8441"",""actionBy"":""AE-1137349"",""authorizedDeclarant"":""AE-1137349"",""authorized_Declarant"":""AE-1137349"",""channelIdentifier"":""firstcryecomchannel"",""claimDeclarationNo"":"""",""createdAt"":1767748346404,""currentStage"":""W"",""customsStatus"":"""",""customsSubmissionResponse"":"""",""declarationClearedTime"":"""",""declarationType"":""102"",""direction"":""1"",""documentName"":""documenttrackings"",""documentNo"":"""",""documentType"":""DECLARATION"",""documents"":null,""ecomBusinessCode"":""AE-1137349"",""errorType"":"""",""errors"":"""",""funcKey"":""FZ_UAE_false_ALL"",""history"":[{""actionBy"":""AE-1137349"",""actionTimeStamp"":1767748346404,""currentStage"":""W"",""customsSubmissionResponse"":"""",""description"":""Waiting for generation"",""previousJsonResponse"":"""",""receivedTime"":1767748346404,""retryCount"":0,""status"":""""}],""invoiceNo"":""FC2526C002157470"",""isAmended"":true,""isExited"":false,""isGatePassAppFinder"":""3"",""isGatePassApplicable"":false,""isNRClaim"":false,""kvp"":null,""lastActivityTimeStamp"":1767748346404,""lastStage"":"""",""logistic_Provider"":""AE-1137349"",""orderNo"":""FCUAE12071733"",""orgType"":"""",""platformRequestNumber"":"""",""regimeType"":""1"",""requestID"":"""",""responseJSONPayload"":"""",""retryCount"":0,""returnRequestNo"":"""",""shippingParameterID"":"""",""signature"":"""",""transportDocumentNo"":""AE9105441"",""__collection"":""documenttracking""}",1000,ed68fbb0-eb65-11f0-a197-076b2a14f8441,VALID,ed68fbb0-eb65-11f0-a197-076b2a14f8441,2026-01-07 01:12:26.404+00,2026-01-07 01:17:22.453+00,,1767748346404,f,f,DECLARATION,AE-1137349,"",FCUAE12071733,FC2526C002157470,"",W,"",0,"",,1,102,"",,AE-1137349,"","",f,,,documenttracking,5611798,1,f,AE-1137349,firstcryecomchannel
"{""_id"":""05a9efe0-eb66-11f0-a197-076b2a14f8441"",""BODID"":""05a9efe0-eb66-11f0-a197-076b2a14f8441"",""Key"":""05a9efe0-eb66-11f0-a197-076b2a14f8441"",""actionBy"":""AE-1137349"",""authorizedDeclarant"":""AE-1137349"",""authorized_Declarant"":""AE-1137349"",""channelIdentifier"":""firstcryecomchannel"",""claimDeclarationNo"":"""",""createdAt"":1767748386743,""currentStage"":""W"",""customsStatus"":"""",""customsSubmissionResponse"":"""",""declarationClearedTime"":"""",""declarationType"":""102"",""direction"":""1"",""documentName"":""documenttrackings"",""documentNo"":"""",""documentType"":""DECLARATION"",""documents"":null,""ecomBusinessCode"":""AE-1137349"",""errorType"":"""",""errors"":"""",""funcKey"":""FZ_UAE_false_ALL"",""history"":[{""actionBy"":""AE-1137349"",""actionTimeStamp"":1767748386743,""currentStage"":""W"",""customsSubmissionResponse"":"""",""description"":""Waiting for generation"",""previousJsonResponse"":"""",""receivedTime"":1767748386743,""retryCount"":0,""status"":""""}],""invoiceNo"":""FC2526C002154483"",""isAmended"":true,""isExited"":false,""isGatePassAppFinder"":""3"",""isGatePassApplicable"":false,""isNRClaim"":false,""kvp"":null,""lastActivityTimeStamp"":1767748386743,""lastStage"":"""",""logistic_Provider"":""AE-1137349"",""orderNo"":""FCUAE12017198"",""orgType"":"""",""platformRequestNumber"":"""",""regimeType"":""1"",""requestID"":"""",""responseJSONPayload"":"""",""retryCount"":0,""returnRequestNo"":"""",""shippingParameterID"":"""",""signature"":"""",""transportDocumentNo"":""AE9105441"",""__collection"":""documenttracking""}",1000,05a9efe0-eb66-11f0-a197-076b2a14f8441,VALID,05a9efe0-eb66-11f0-a197-076b2a14f8441,2026-01-07 01:13:06.743+00,2026-01-07 01:21:35.416+00,,1767748386743,f,f,DECLARATION,AE-1137349,"",FCUAE12017198,FC2526C002154483,"",W,"",0,"",,1,102,"",,AE-1137349,"","",f,,,documenttracking,5612149,1,f,AE-1137349,firstcryecomchannel
"{""_id"":""0bfdf670-eb66-11f0-a197-076b2a14f8441"",""BODID"":""0bfdf670-eb66-11f0-a197-076b2a14f8441"",""Key"":""0bfdf670-eb66-11f0-a197-076b2a14f8441"",""actionBy"":""AE-1137349"",""authorizedDeclarant"":""AE-1137349"",""authorized_Declarant"":""AE-1137349"",""channelIdentifier"":""firstcryecomchannel"",""claimDeclarationNo"":"""",""createdAt"":1767748398154,""currentStage"":""W"",""customsStatus"":"""",""customsSubmissionResponse"":"""",""declarationClearedTime"":"""",""declarationType"":""102"",""direction"":""1"",""documentName"":""documenttrackings"",""documentNo"":"""",""documentType"":""DECLARATION"",""documents"":null,""ecomBusinessCode"":""AE-1137349"",""errorType"":"""",""errors"":"""",""funcKey"":""FZ_UAE_false_ALL"",""history"":[{""actionBy"":""AE-1137349"",""actionTimeStamp"":1767748398154,""currentStage"":""W"",""customsSubmissionResponse"":"""",""description"":""Waiting for generation"",""previousJsonResponse"":"""",""receivedTime"":1767748398154,""retryCount"":0,""status"":""""}],""invoiceNo"":""FC2526C002159539"",""isAmended"":true,""isExited"":false,""isGatePassAppFinder"":""3"",""isGatePassApplicable"":false,""isNRClaim"":false,""kvp"":null,""lastActivityTimeStamp"":1767748398154,""lastStage"":"""",""logistic_Provider"":""AE-1137349"",""orderNo"":""FCUAE12070664"",""orgType"":"""",""platformRequestNumber"":"""",""regimeType"":""1"",""requestID"":"""",""responseJSONPayload"":"""",""retryCount"":0,""returnRequestNo"":"""",""shippingParameterID"":"""",""signature"":"""",""transportDocumentNo"":""AE9105441"",""__collection"":""documenttracking""}",1000,0bfdf670-eb66-11f0-a197-076b2a14f8441,VALID,0bfdf670-eb66-11f0-a197-076b2a14f8441,2026-01-07 01:13:18.154+00,2026-01-07 01:22:55.834+00,,1767748398154,f,f,DECLARATION,AE-1137349,"",FCUAE12070664,FC2526C002159539,"",W,"",0,"",,1,102,"",,AE-1137349,"","",f,,,documenttracking,5612265,1,f,AE-1137349,firstcryecomchannel
"{""_id"":""0ef08280-eb66-11f0-a197-076b2a14f8441"",""BODID"":""0ef08280-eb66-11f0-a197-076b2a14f8441"",""Key"":""0ef08280-eb66-11f0-a197-076b2a14f8441"",""actionBy"":""AE-1137349"",""authorizedDeclarant"":""AE-1137349"",""authorized_Declarant"":""AE-1137349"",""channelIdentifier"":""firstcryecomchannel"",""claimDeclarationNo"":"""",""createdAt"":1767748402268,""currentStage"":""W"",""customsStatus"":"""",""customsSubmissionResponse"":"""",""declarationClearedTime"":"""",""declarationType"":""102"",""direction"":""1"",""documentName"":""documenttrackings"",""documentNo"":"""",""documentType"":""DECLARATION"",""documents"":null,""ecomBusinessCode"":""AE-1137349"",""errorType"":"""",""errors"":"""",""funcKey"":""FZ_UAE_false_ALL"",""history"":[{""actionBy"":""AE-1137349"",""actionTimeStamp"":1767748402268,""currentStage"":""W"",""customsSubmissionResponse"":"""",""description"":""Waiting for generation"",""previousJsonResponse"":"""",""receivedTime"":1767748402268,""retryCount"":0,""status"":""""}],""invoiceNo"":""FC2526C002157998"",""isAmended"":true,""isExited"":false,""isGatePassAppFinder"":""3"",""isGatePassApplicable"":false,""isNRClaim"":false,""kvp"":null,""lastActivityTimeStamp"":1767748402268,""lastStage"":"""",""logistic_Provider"":""AE-1137349"",""orderNo"":""FCUAE12071369"",""orgType"":"""",""platformRequestNumber"":"""",""regimeType"":""1"",""requestID"":"""",""responseJSONPayload"":"""",""retryCount"":0,""returnRequestNo"":"""",""shippingParameterID"":"""",""signature"":"""",""transportDocumentNo"":""AE9105441"",""__collection"":""documenttracking""}",1000,0ef08280-eb66-11f0-a197-076b2a14f8441,VALID,0ef08280-eb66-11f0-a197-076b2a14f8441,2026-01-07 01:13:22.268+00,2026-01-07 01:23:29.746+00,,1767748402268,f,f,DECLARATION,AE-1137349,"",FCUAE12071369,FC2526C002157998,"",W,"",0,"",,1,102,"",,AE-1137349,"","",f,,,documenttracking,5612312,1,f,AE-1137349,firstcryecomchannel
"{""_id"":""11b8a330-eb66-11f0-a197-076b2a14f8441"",""BODID"":""11b8a330-eb66-11f0-a197-076b2a14f8441"",""Key"":""11b8a330-eb66-11f0-a197-076b2a14f8441"",""actionBy"":""AE-1137349"",""authorizedDeclarant"":""AE-1137349"",""authorized_Declarant"":""AE-1137349"",""channelIdentifier"":""firstcryecomchannel"",""claimDeclarationNo"":"""",""createdAt"":1767748410459,""currentStage"":""W"",""customsStatus"":"""",""customsSubmissionResponse"":"""",""declarationClearedTime"":"""",""declarationType"":""102"",""direction"":""1"",""documentName"":""documenttrackings"",""documentNo"":"""",""documentType"":""DECLARATION"",""documents"":null,""ecomBusinessCode"":""AE-1137349"",""errorType"":"""",""errors"":"""",""funcKey"":""FZ_UAE_false_ALL"",""history"":[{""actionBy"":""AE-1137349"",""actionTimeStamp"":1767748410459,""currentStage"":""W"",""customsSubmissionResponse"":"""",""description"":""Waiting for generation"",""previousJsonResponse"":"""",""receivedTime"":1767748410459,""retryCount"":0,""status"":""""}],""invoiceNo"":""FC2526C002157200"",""isAmended"":true,""isExited"":false,""isGatePassAppFinder"":""3"",""isGatePassApplicable"":false,""isNRClaim"":false,""kvp"":null,""lastActivityTimeStamp"":1767748410459,""lastStage"":"""",""logistic_Provider"":""AE-1137349"",""orderNo"":""FCUAE12078986"",""orgType"":"""",""platformRequestNumber"":"""",""regimeType"":""1"",""requestID"":"""",""responseJSONPayload"":"""",""retryCount"":0,""returnRequestNo"":"""",""shippingParameterID"":"""",""signature"":"""",""transportDocumentNo"":""AE9105441"",""__collection"":""documenttracking""}",1000,11b8a330-eb66-11f0-a197-076b2a14f8441,VALID,11b8a330-eb66-11f0-a197-076b2a14f8441,2026-01-07 01:13:30.459+00,2026-01-07 01:23:53.29+00,,1767748410459,f,f,DECLARATION,AE-1137349,"",FCUAE12078986,FC2526C002157200,"",W,"",0,"",,1,102,"",,AE-1137349,"","",f,,,documenttracking,5612341,1,f,AE-1137349,firstcryecomchannel
